playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.137 0.25 0.28 0.65 0.553523 0.00109895 0.623711   0.00248855  -0.00853948   0.00252741     -1.58047 -7.17062e-05      1.56879     0.790205
10.138 0.25 0.28 0.65 0.553503 0.00111763 0.623712   0.00251844  -0.00865249   0.00255818      -1.5806 -7.15024e-05      1.56878     0.790262
10.139 0.25 0.28 0.65 0.553482 0.00113648 0.623713   0.00254849  -0.00876607   0.00258911     -1.58072 -7.12882e-05      1.56878     0.790319
10.14 0.25 0.28 0.65 0.553462 0.00115549 0.623714   0.00257868  -0.00888023    0.0026202     -1.58085 -7.10636e-05      1.56877     0.790377
10.141 0.25 0.28 0.65 0.553441 0.00117467 0.623716   0.00260901  -0.00899497   0.00265146     -1.58097 -7.08284e-05      1.56877     0.790435
10.142 0.25 0.28 0.65 0.55342 0.00119402 0.623717    0.0026395  -0.00911028   0.00268287      -1.5811 -7.05826e-05      1.56877     0.790493
10.143 0.25 0.28 0.65 0.553399 0.00121354 0.623718  0.00267013 -0.00922617  0.00271444    -1.58123 -7.0326e-05     1.56876    0.790551
10.144 0.25 0.28 0.65 0.553378 0.00123322 0.623719    0.0027009  -0.00934263   0.00274618     -1.58135 -7.00586e-05      1.56876      0.79061
10.145 0.25 0.28 0.65 0.553356 0.00125307 0.62372   0.00273183  -0.00945966   0.00277807     -1.58148 -6.97801e-05      1.56875     0.790668
10.146 0.25 0.28 0.65 0.553335 0.00127309 0.623722    0.0027629  -0.00957725   0.00281012     -1.58161 -6.94906e-05      1.56875     0.790728
10.147 0.25 0.28 0.65 0.553313 0.00129328 0.623723   0.00279411  -0.00969542   0.00284234     -1.58174 -6.91898e-05      1.56875     0.790787
10.148 0.25 0.28 0.65 0.553291 0.00131363 0.623724   0.00282547  -0.00981416   0.00287471     -1.58187 -6.88778e-05      1.56874     0.790847
10.149 0.25 0.28 0.65 0.553269 0.00133416 0.623726   0.00285697  -0.00993346   0.00290724       -1.582 -6.85542e-05      1.56874     0.790907
10.15 0.25 0.28 0.65 0.553246 0.00135485 0.623727   0.00288862   -0.0100533   0.00293993     -1.58213 -6.82192e-05      1.56874     0.790967
10.151 0.25 0.28 0.65 0.553224 0.0013757 0.623728   0.00292041   -0.0101738   0.00297278     -1.58226 -6.78724e-05      1.56873     0.791027
10.152 0.25 0.28 0.65 0.553201 0.00139673 0.62373   0.00295235   -0.0102948   0.00300579      -1.5824 -6.75139e-05      1.56873     0.791088
10.153 0.25 0.28 0.65 0.553178 0.00141792 0.623731   0.00298443   -0.0104163   0.00303896     -1.58253 -6.71435e-05      1.56873     0.791149
10.154 0.25 0.28 0.65 0.553155 0.00143928 0.623733  0.00301666  -0.0105384  0.00307228    -1.58266 -6.6761e-05     1.56872     0.79121
10.155 0.25 0.28 0.65 0.553132 0.00146081 0.623734   0.00304903   -0.0106611   0.00310577      -1.5828 -6.63665e-05      1.56872     0.791272
10.156 0.25 0.28 0.65 0.553108 0.0014825 0.623735   0.00308154   -0.0107844   0.00313941     -1.58293 -6.59597e-05      1.56872     0.791334
10.157 0.25 0.28 0.65 0.553084 0.00150436 0.623737   0.00311419   -0.0109082   0.00317321     -1.58307 -6.55405e-05      1.56871     0.791396
10.158 0.25 0.28 0.65 0.553061 0.00152639 0.623738   0.00314699   -0.0110325   0.00320717     -1.58321 -6.51088e-05      1.56871     0.791458
10.159 0.25 0.28 0.65 0.553036 0.00154859 0.62374   0.00317993   -0.0111574   0.00324129     -1.58334 -6.46646e-05      1.56871     0.791521
10.16 0.25 0.28 0.65 0.553012 0.00157095 0.623741   0.00321302   -0.0112829   0.00327557     -1.58348 -6.42076e-05       1.5687     0.791584
10.161 0.25 0.28 0.65 0.552988 0.00159348 0.623743   0.00324624   -0.0114089      0.00331     -1.58362 -6.37379e-05       1.5687     0.791647
10.162 0.25 0.28 0.65 0.552963 0.00161618 0.623744   0.00327961   -0.0115355   0.00334459     -1.58376 -6.32551e-05       1.5687      0.79171
